date,close,volume,returns,volatility,volume_ratio,anomaly_flag,posts_per_day,engagement_per_day,unique_users_per_day,post_change_pct,max_engagement_single_post,is_weekend,volatility_event,earnings_month,price_change,volume_spike,engagement_per_post,social_momentum
2023-01-20,6.489999771118164,13554000,0.017241325188735557,,1.0,0,34,591,26,0.0303030303030303,85,0,0,1,0.017241325188735557,0,17.38235294117647,0.030303030303030276
2023-01-23,7.179999828338623,25017900,0.10631742396834909,,1.0,0,23,762,17,1.0909090909090908,4,0,0,1,0.10631742396834909,0,33.130434782608695,-0.32352941176470584
2023-01-24,6.639999866485596,13589600,-0.07520891013419118,,1.0,0,39,770,32,0.6956521739130435,13,0,0,1,-0.07520891013419118,0,19.743589743589745,0.6956521739130435
2023-01-25,6.429999828338623,11322500,-0.03162651240505532,,1.0,0,38,638,32,-0.0256410256410256,11,0,0,1,-0.03162651240505532,0,16.789473684210527,-0.02564102564102566
2023-01-26,6.5,18975400,0.010886496660990286,,1.0,0,39,984,29,0.0263157894736842,31,0,0,1,0.010886496660990286,0,25.23076923076923,0.026315789473684292
2023-01-27,7.769999980926514,36032000,0.19538461245023298,,1.0,1,39,1315,28,0.0,12,0,0,1,0.19538461245023298,0,33.717948717948715,0.0
2023-01-30,10.0,108391200,0.2870012901605665,,1.0,1,38,692,33,1.375,27,0,0,1,0.2870012901605665,0,18.210526315789473,-0.02564102564102566
2023-01-31,10.170000076293945,66572000,0.017000007629394576,,2.104925003430637,0,100,1821,80,1.631578947368421,117,0,1,1,0.017000007629394576,1,18.21,1.6315789473684212
2023-02-01,13.5600004196167,86425400,0.33333336459109497,0.15908015832759875,2.447432133806874,1,25,493,19,-0.75,41,0,0,0,0.33333336459109497,1,19.72,-0.75
2023-02-02,14.25,148292700,0.05088492323238469,0.15901705436392144,3.5199827006764846,0,37,975,26,0.48,13,0,0,0,0.05088492323238469,1,26.35135135135135,0.48
2023-02-03,14.449999809265137,61033600,0.014035074334395548,0.15498565858258442,1.3659068237042358,0,28,773,24,-0.2432432432432432,20,0,0,0,0.014035074334395548,0,27.607142857142858,-0.2432432432432432
2023-02-06,13.430000305175781,32385400,-0.07058820190678106,0.15658599614079727,0.7058293790521756,0,21,730,15,1.1,21,0,0,0,-0.07058820190678106,0,34.76190476190476,-0.25
2023-02-07,13.1899995803833,25477500,-0.017870492877054223,0.15718365172257115,0.5458527563394925,0,34,987,26,0.6190476190476191,10,0,0,0,-0.017870492877054223,0,29.029411764705884,0.6190476190476191
2023-02-08,14.010000228881836,54973800,0.06216836046894758,0.15631307710388412,1.1194391828353392,0,39,976,33,0.1470588235294117,31,0,0,0,0.06216836046894758,0,25.025641025641026,0.1470588235294117
2023-02-09,11.949999809265137,36189100,-0.1470378576704071,0.15774934703200835,0.7388016906097583,1,27,455,22,-0.3076923076923077,1,0,0,0,-0.1470378576704071,0,16.85185185185185,-0.3076923076923077
2023-02-10,10.84000015258789,19145000,-0.09288700204134193,0.1276597003298998,0.4201197994265348,0,31,831,21,0.1481481481481481,1,0,0,0,-0.09288700204134193,0,26.806451612903224,0.14814814814814814
2023-02-13,11.020000457763672,17271100,0.016605193970666843,0.12285436480920285,0.401182518754727,0,24,480,19,2.4285714285714284,37,0,0,0,0.016605193970666843,0,20.0,-0.22580645161290325
2023-02-14,10.720000267028809,25744900,-0.02722324666724596,0.12345581567413529,0.6036653615141848,0,34,925,26,0.4166666666666667,8,0,0,0,-0.02722324666724596,0,27.205882352941178,0.41666666666666674
2023-02-15,12.6899995803833,31120300,0.1837685880860993,0.12708398072774682,0.733379954670863,1,34,588,24,0.0,1,0,0,0,0.1837685880860993,0,17.294117647058822,0.0
2023-02-16,10.920000076293945,21378200,-0.1394798709706413,0.13033812994085517,0.5013110693082216,0,33,559,26,-0.0294117647058823,19,0,0,0,-0.1394798709706413,0,16.939393939393938,-0.02941176470588236
2023-02-17,11.369999885559082,20798800,0.04120877345431828,0.13027995683680055,0.48361631945816963,0,29,792,23,-0.1212121212121212,1,0,0,0,0.04120877345431828,0,27.310344827586206,-0.12121212121212122
2023-02-21,10.0600004196167,19919300,-0.11521543352046992,0.1333532066930454,0.4659279390922834,0,33,1074,27,0.2222222222222222,48,0,0,0,-0.11521543352046992,0,32.54545454545455,0.13793103448275867
2023-02-22,10.069999694824219,13784000,0.0009939636968623322,0.13142130689273646,0.32234520636617753,0,24,747,21,-0.2727272727272727,15,0,0,0,0.0009939636968623322,0,31.125,-0.2727272727272727
2023-02-23,10.079999923706055,21841700,0.0009930714185597544,0.13083607508269215,0.5045720977176589,0,35,1176,30,0.4583333333333333,16,0,0,0,0.0009930714185597544,0,33.6,0.45833333333333326
2023-02-24,8.010000228881836,35382600,-0.2053571141360836,0.1410522000993174,0.8021822833218426,1,34,1123,27,-0.0285714285714285,52,0,0,0,-0.2053571141360836,0,33.029411764705884,-0.02857142857142858
2023-02-27,8.930000305175781,24503700,0.11485643570604154,0.1368505864025078,0.5628956400897143,0,22,665,18,1.4444444444444444,3,0,0,0,0.11485643570604154,0,30.227272727272727,-0.3529411764705882
2023-02-28,9.420000076293945,20225000,0.05487119309885835,0.12159277713800246,0.5169566245914669,0,33,1037,27,0.5,2,0,0,0,0.05487119309885835,0,31.424242424242426,0.5
2023-03-01,8.90999984741211,11435400,-0.05414015124748095,0.12222377047405025,0.314449817998082,0,28,950,25,-0.1515151515151515,41,0,0,0,-0.05414015124748095,0,33.92857142857143,-0.1515151515151515
2023-03-02,9.470000267028809,15308900,0.06285077768877301,0.09545498131400709,0.4665846808419853,0,21,549,16,-0.25,71,0,0,0,0.06285077768877301,0,26.142857142857142,-0.25
2023-03-03,10.09000015258789,14166800,0.06546989103239009,0.09602537826586945,0.5427007972455066,0,30,731,21,0.4285714285714285,3,0,0,0,0.06546989103239009,0,24.366666666666667,0.4285714285714286
2023-03-06,9.109999656677246,10773000,-0.09712591487516409,0.09760667605382269,0.4566528444368616,0,32,600,25,1.9090909090909087,13,0,0,0,-0.09712591487516409,0,18.75,0.06666666666666665
2023-03-07,8.880000114440918,10801300,-0.025246932042170656,0.09684840060509213,0.47980145717709916,0,31,969,25,-0.03125,5,0,0,0,-0.025246932042170656,0,31.258064516129032,-0.03125
2023-03-08,8.850000381469727,7404000,-0.0033783482640281637,0.09688700853229362,0.3426453992658855,0,34,794,30,0.0967741935483871,60,0,0,0,-0.0033783482640281637,0,23.352941176470587,0.09677419354838701
2023-03-09,8.4399995803833,9779300,-0.04632777213715067,0.0953544065731333,0.5054262267799977,0,73,2536,53,1.1470588235294117,90,0,1,0,-0.04632777213715067,0,34.73972602739726,1.1470588235294117
2023-03-10,7.309999942779541,15306600,-0.1338862196427314,0.09447782276971169,0.8362208299109044,0,36,838,27,-0.5068493150684932,1,0,0,0,-0.1338862196427314,0,23.27777777777778,-0.5068493150684932
2023-03-13,7.480000019073486,11063900,0.02325582457245612,0.09331991846861853,0.6180797790445375,0,93,2208,81,9.333333333333334,42,0,1,0,0.02325582457245612,0,23.741935483870968,1.5833333333333335
2023-03-14,6.829999923706055,12058300,-0.08689840824999684,0.09438985097033412,0.6835848479007699,0,35,960,30,-0.6236559139784946,89,0,0,0,-0.08689840824999684,0,27.428571428571427,-0.6236559139784946
2023-03-15,7.050000190734863,9637700,0.03221087400970757,0.09506049920358976,0.5724989961056025,0,40,806,31,0.1428571428571428,117,0,0,0,0.03221087400970757,0,20.15,0.1428571428571428
2023-03-16,7.409999847412109,11659700,0.05106377970746134,0.08439123432629679,0.735098582030223,0,27,534,19,-0.325,4,0,0,0,0.05106377970746134,0,19.77777777777778,-0.32499999999999996
2023-03-17,7.650000095367432,13091100,0.03238869809682132,0.08056602003632003,0.8474819310218031,0,23,639,16,-0.1481481481481481,12,0,0,0,0.03238869809682132,0,27.782608695652176,-0.14814814814814814
2023-03-20,7.070000171661377,9252400,-0.07581698254582792,0.08056661711138348,0.622230322194713,0,35,654,25,3.375,13,0,0,0,-0.07581698254582792,0,18.685714285714287,0.5217391304347827
2023-03-21,7.929999828338623,9893300,0.12164068398815253,0.08323233637474095,0.6885440202777825,0,32,776,27,-0.0857142857142857,1,0,0,0,0.12164068398815253,0,24.25,-0.08571428571428574
2023-03-22,8.430000305175781,48636600,0.0630517638916408,0.08474319536386399,3.0188320883814943,0,30,514,23,-0.0625,22,0,0,0,0.0630517638916408,1,17.133333333333333,-0.0625
2023-03-23,8.350000381469727,18692100,-0.009489907569390832,0.08473479683013486,1.1716551483569366,0,26,400,19,-0.1333333333333333,7,0,0,0,-0.009489907569390832,0,15.384615384615385,-0.1333333333333333
2023-03-24,8.1899995803833,8137500,-0.01916177170979516,0.07072628325478394,0.5576941923731421,0,31,954,24,0.1923076923076923,2,0,0,0,-0.01916177170979516,0,30.774193548387096,0.1923076923076923
2023-03-27,7.619999885559082,7406800,-0.06959703590089095,0.06739012937031007,0.5392063544640423,0,26,737,23,2.25,24,0,0,0,-0.06959703590089095,0,28.346153846153847,-0.16129032258064513
2023-03-28,7.360000133514404,6727900,-0.0341207028805095,0.06610505332389931,0.5150888518508027,0,26,487,19,0.0,16,0,0,0,-0.0341207028805095,0,18.73076923076923,0.0
2023-03-29,7.869999885559082,6442000,0.0692934433142669,0.06752979883189728,0.502811435564894,0,25,680,18,-0.0384615384615384,26,0,0,0,0.0692934433142669,0,27.2,-0.038461538461538436
2023-03-30,8.829999923706055,15922100,0.12198221754850436,0.07177150438730369,1.2397859626773977,0,30,481,23,0.2,4,0,0,0,0.12198221754850436,0,16.033333333333335,0.19999999999999996
2023-03-31,9.789999961853027,13497400,0.10872027706021203,0.07448121891838891,1.053731121893334,0,36,1030,30,0.2,27,0,0,0,0.10872027706021203,0,28.61111111111111,0.19999999999999996
2023-04-03,9.289999961853027,13477600,-0.05107252318164068,0.07195269489679422,1.0411931664552494,0,42,767,30,5.0,50,0,0,1,-0.05107252318164068,0,18.261904761904763,0.16666666666666674
2023-04-04,9.5,9428200,0.022604955759879752,0.0717442041149384,0.7322461453626883,0,36,1171,28,-0.1428571428571428,50,0,0,1,0.022604955759879752,0,32.52777777777778,-0.1428571428571429
2023-04-05,8.5,8720200,-0.10526315789473684,0.07592720149034736,0.6738149686262102,0,34,714,28,-0.0555555555555555,20,0,0,1,-0.10526315789473684,0,21.0,-0.05555555555555558
2023-04-06,9.010000228881836,7071900,0.06000002692727491,0.07618098749673559,0.5522262129216671,0,45,1164,39,0.3235294117647059,29,0,0,1,0.06000002692727491,0,25.866666666666667,0.32352941176470584
2023-04-10,9.3100004196167,8839800,0.03329635772629658,0.06883680405818375,0.7081570077286191,0,42,1341,30,2.230769230769231,15,0,0,1,0.03329635772629658,0,31.928571428571427,-0.06666666666666665
2023-04-11,9.760000228881836,22071700,0.048335100857456625,0.06923381493163584,1.6934961941470312,0,29,853,24,-0.3095238095238095,30,0,0,1,0.048335100857456625,0,29.413793103448278,-0.30952380952380953
2023-04-12,9.239999771118164,15732000,-0.053278734177165665,0.06698429428698835,1.190294244490009,0,37,810,27,0.2758620689655172,71,0,0,1,-0.053278734177165665,0,21.89189189189189,0.27586206896551735
2023-04-13,9.369999885559082,8281000,0.014069276803151398,0.06689508434259803,0.6297786192402274,0,34,1154,24,-0.081081081081081,26,0,0,1,0.014069276803151398,0,33.94117647058823,-0.08108108108108103
2023-04-14,8.970000267028809,8469000,-0.04268939417456641,0.0676214868273379,0.6519866384695983,0,38,1232,33,0.1176470588235294,24,0,0,1,-0.04268939417456641,0,32.421052631578945,0.11764705882352944
2023-04-17,9.0600004196167,6898200,0.010033461528279553,0.06744682382435857,0.5440270160178897,0,46,1167,37,1.7058823529411764,15,0,0,1,0.010033461528279553,0,25.369565217391305,0.21052631578947367
2023-04-18,8.800000190734863,6657100,-0.02869759567768715,0.0650486737488117,0.5304411431922563,0,33,498,25,-0.2826086956521739,15,0,0,1,-0.02869759567768715,0,15.090909090909092,-0.28260869565217395
2023-04-19,8.630000114440918,7126700,-0.01931819006923785,0.06010457011852231,0.5741879293800491,0,46,1009,38,0.3939393939393939,18,0,0,1,-0.01931819006923785,0,21.934782608695652,0.39393939393939403
2023-04-20,8.0,8496200,-0.07300117104132064,0.060992524544326,0.8165677857367342,0,35,648,27,-0.2391304347826087,16,0,0,1,-0.07300117104132064,0,18.514285714285716,-0.23913043478260865
2023-04-21,8.140000343322754,5858800,0.01750004291534424,0.06109021994246121,0.6000959735657867,0,33,912,23,-0.0571428571428571,32,0,0,1,0.01750004291534424,0,27.636363636363637,-0.05714285714285716
2023-04-24,8.369999885559082,8456300,0.028255470827467155,0.06120774671903099,0.8647367917828377,0,30,733,24,1.5,2,0,0,1,0.028255470827467155,0,24.433333333333334,-0.09090909090909094
2023-04-25,7.550000190734863,8617000,-0.09796890155745164,0.06326933012894304,0.8757509867062078,0,35,833,27,0.1666666666666666,24,0,0,1,-0.09796890155745164,0,23.8,0.16666666666666674
2023-04-26,7.519999980926514,5008700,-0.003973537622577128,0.06273453500611062,0.5135234751904297,0,30,1017,23,-0.1428571428571428,9,0,0,1,-0.003973537622577128,0,33.9,-0.1428571428571429
2023-04-27,7.340000152587891,7309100,-0.023936147446166123,0.06098404946279242,0.7460587223574684,0,34,616,28,0.1333333333333333,32,0,0,1,-0.023936147446166123,0,18.11764705882353,0.1333333333333333
2023-04-28,6.940000057220459,8230100,-0.054495924666486895,0.0545738640681142,0.8743937486387565,0,93,1431,67,1.7352941176470589,160,0,1,1,-0.054495924666486895,0,15.387096774193548,1.7352941176470589
2023-05-01,6.929999828338623,10415000,-0.0014409551584126934,0.046926563879152734,1.1249450488916348,0,25,465,20,0.7857142857142857,16,0,0,0,-0.0014409551584126934,0,18.6,-0.7311827956989247
2023-05-02,7.21999979019165,10817800,0.04184703737901119,0.04786720617041323,1.185481148988958,0,36,726,27,0.44,26,0,0,0,0.04184703737901119,0,20.166666666666668,0.43999999999999995
2023-05-03,7.070000171661377,7313900,-0.020775571037280005,0.04722346693906035,0.8108963609502717,0,32,833,25,-0.1111111111111111,10,0,0,0,-0.020775571037280005,0,26.03125,-0.11111111111111116
2023-05-04,7.199999809265137,17286200,0.018387501336256884,0.04243974097326137,1.8296486228311808,0,35,1132,27,0.09375,67,0,0,0,0.018387501336256884,0,32.34285714285714,0.09375
2023-05-05,8.960000038146973,79373800,0.24444448270915564,0.06935820826812981,6.076267786987902,1,29,590,23,-0.1714285714285714,30,0,0,0,0.24444448270915564,1,20.344827586206897,-0.17142857142857137
2023-05-08,11.300000190734863,51247700,0.26116073020372754,0.09034058823799837,3.3752642291884216,1,33,1098,25,5.6,14,0,0,0,0.26116073020372754,1,33.27272727272727,0.13793103448275867
2023-05-09,11.850000381469727,56630200,0.048672582429319045,0.09034752303583862,3.348672244022319,0,17,505,12,-0.4848484848484848,27,0,0,0,0.048672582429319045,1,29.705882352941178,-0.48484848484848486
2023-05-10,13.149999618530273,41742200,0.10970457343557571,0.09137643589331171,2.2920477164467994,0,28,619,23,0.6470588235294118,10,0,0,0,0.10970457343557571,1,22.107142857142858,0.6470588235294117
2023-05-11,11.960000038146973,23912300,-0.09049426729308929,0.09474647467501604,1.2589850692204072,0,30,1012,25,0.0714285714285714,7,0,0,0,-0.09049426729308929,0,33.733333333333334,0.0714285714285714
2023-05-12,10.5,16658100,-0.12207358139550462,0.09891285029476152,0.8585423627657288,0,89,2218,72,1.9666666666666663,40,0,1,0,-0.12207358139550462,0,24.921348314606742,1.9666666666666668
2023-05-15,11.579999923706055,13661100,0.1028571355910528,0.10096275378093764,0.6920195948364095,0,40,1054,35,1.8571428571428568,1,0,0,0,0.1028571355910528,0,26.35,-0.550561797752809
2023-05-16,10.600000381469727,9730700,-0.08462863114792574,0.10304343836882991,0.4891127464519886,0,27,929,23,-0.325,19,0,0,0,-0.08462863114792574,0,34.407407407407405,-0.32499999999999996
2023-05-17,11.800000190734863,14589200,0.1132075251018767,0.10502765406956005,0.7198244301776421,0,36,1136,25,0.3333333333333333,27,0,0,0,0.1132075251018767,0,31.555555555555557,0.33333333333333326
2023-05-18,11.960000038146973,15801200,0.013559308883548837,0.10272300628645303,0.7658228553620734,0,22,636,16,-0.3888888888888889,38,0,0,0,0.013559308883548837,0,28.90909090909091,-0.38888888888888884
2023-05-19,10.739999771118164,15824900,-0.10200671096467906,0.10658487657156616,0.7488852423717925,0,27,831,20,0.2272727272727272,29,0,0,0,-0.10200671096467906,0,30.77777777777778,0.2272727272727273
2023-05-22,11.470000267028809,13226900,0.06797025246441346,0.10713462784653291,0.6189527700416546,0,16,556,12,0.2307692307692307,14,0,0,0,0.06797025246441346,0,34.75,-0.40740740740740744
2023-05-23,11.90999984741211,26086000,0.03836090410983739,0.103440046565558,1.1727600119676729,0,35,817,30,1.1875,86,0,0,0,0.03836090410983739,0,23.34285714285714,1.1875
2023-05-24,11.529999732971191,14133900,-0.03190597139457452,0.10407846841314419,0.6226520698790261,0,32,1114,23,-0.0857142857142857,85,0,0,0,-0.03190597139457452,0,34.8125,-0.08571428571428574
2023-05-25,10.9399995803833,13035700,-0.05117087304874135,0.10494654742464422,0.567118589723371,0,32,627,23,0.0,7,0,0,0,-0.05117087304874135,0,19.59375,0.0
2023-05-26,11.739999771118164,13353500,0.07312616283545004,0.10372759885711196,0.5745414070165603,0,35,565,31,0.09375,64,0,0,0,0.07312616283545004,0,16.142857142857142,0.09375
2023-05-30,13.720000267028809,30834500,0.16865421929408275,0.10778360852411306,1.2708450195132586,1,31,680,25,0.24,25,0,0,0,0.16865421929408275,0,21.93548387096774,-0.11428571428571432
2023-05-31,12.920000076293945,17723500,-0.058309050667978646,0.10999460889565446,0.7202252087966344,0,37,1042,32,0.1935483870967742,60,0,0,0,-0.058309050667978646,0,28.16216216216216,0.19354838709677424
2023-06-01,15.800000190734863,49998300,0.22291022425961438,0.11678553269291057,1.8696198690511114,1,36,1029,29,-0.027027027027027,41,0,0,0,0.22291022425961438,0,28.583333333333332,-0.027027027027026973
2023-06-02,15.680000305175781,31166600,-0.007594929374080017,0.1172655182996394,1.1359533089388356,0,23,687,16,-0.3611111111111111,51,0,0,0,-0.007594929374080017,0,29.869565217391305,-0.36111111111111116
2023-06-05,15.0,14255800,-0.043367365557468895,0.10897489347533616,0.5895548975904873,0,32,1037,28,2.2,104,0,0,0,-0.043367365557468895,0,32.40625,0.3913043478260869
2023-06-06,14.779999732971191,16494000,-0.01466668446858721,0.09491840477677792,0.7349307777549544,0,23,356,16,-0.28125,11,0,0,0,-0.01466668446858721,0,15.478260869565217,-0.28125
2023-06-07,15.529999732971191,22191000,0.0507442499019064,0.09495517566943228,1.0709440725989179,0,35,837,26,0.5217391304347826,175,0,0,0,0.0507442499019064,0,23.914285714285715,0.5217391304347827
2023-06-08,24.229999542236328,175781000,0.5602060501517252,0.15337846726736906,6.4100053568348505,1,29,895,24,-0.1714285714285714,7,0,0,0,0.5602060501517252,1,30.862068965517242,-0.17142857142857137
2023-06-09,19.06999969482422,100190700,-0.21295913928588805,0.16112265375699125,3.2074541494767557,1,33,675,29,0.1379310344827586,4,0,0,0,-0.21295913928588805,1,20.454545454545453,0.13793103448275867
2023-06-12,21.260000228881836,52898200,0.11484009276895812,0.1577056584854721,1.6006071015816443,0,33,627,26,2.0,1,0,0,0,0.11484009276895812,0,19.0,0.0
2023-06-13,23.510000228881836,40972000,0.10583254824914645,0.15776351864670074,1.190548834527892,0,26,551,20,-0.2121212121212121,0,0,0,0,0.10583254824914645,0,21.192307692307693,-0.21212121212121215
2023-06-14,23.399999618530273,27648300,-0.004678885975357261,0.15526882244503143,0.7830103771538357,0,28,756,21,0.0769230769230769,35,0,0,0,-0.004678885975357261,0,27.0,0.07692307692307687
2023-06-15,26.3799991607666,44798300,0.1273504098639595,0.15560302710557902,1.216660241388577,0,35,861,25,0.25,8,0,0,0,0.1273504098639595,0,24.6,0.25
2023-06-16,25.31999969482422,34829300,-0.04018193706081907,0.15674064823880862,0.9220901553844476,0,23,629,19,-0.3428571428571428,24,0,0,0,-0.04018193706081907,0,27.347826086956523,-0.34285714285714286
2023-06-20,23.520000457763672,23423900,-0.07109001811830562,0.15532781338338592,0.6139614442938482,0,36,1184,29,0.1612903225806451,50,0,0,0,-0.07109001811830562,0,32.888888888888886,0.5652173913043479
2023-06-21,24.170000076293945,19327200,0.027636037664944713,0.1553400039721692,0.5025653920467451,0,32,948,22,-0.1111111111111111,1,0,0,0,0.027636037664944713,0,29.625,-0.11111111111111116
2023-06-22,25.540000915527344,20433200,0.056681871531192085,0.1553361339757056,0.5352586003542422,0,24,465,21,-0.25,12,0,0,0,0.056681871531192085,0,19.375,-0.25
2023-06-23,21.40999984741211,29615300,-0.16170716210132752,0.16146747911353063,0.7603704531482137,1,35,873,28,0.4583333333333333,38,0,0,0,-0.16170716210132752,0,24.942857142857143,0.45833333333333326
2023-06-26,20.90999984741211,12252700,-0.023353573263123373,0.16073981954748404,0.3149036228167692,0,32,949,23,1.6666666666666667,37,0,0,0,-0.023353573263123373,0,29.65625,-0.08571428571428574
2023-06-27,24.299999237060547,19206800,0.1621233579333572,0.16282144206202775,0.48994401565429135,1,24,826,17,-0.25,57,0,0,0,0.1621233579333572,0,34.416666666666664,-0.25
2023-06-28,28.030000686645508,34977700,0.15349800685986192,0.16226442229923307,0.8875518629030437,1,26,621,20,0.0833333333333333,13,0,0,0,0.15349800685986192,0,23.884615384615383,0.08333333333333326
2023-06-29,25.739999771118164,28143000,-0.08169821118193488,0.16314671273756498,0.7048055023063391,0,24,825,18,-0.0769230769230769,32,0,0,0,-0.08169821118193488,0,34.375,-0.07692307692307687
2023-06-30,25.920000076293945,19393100,0.0069930189112803465,0.15788483264882142,0.5050298952562513,0,35,1203,27,0.4583333333333333,8,0,0,0,0.0069930189112803465,0,34.371428571428574,0.45833333333333326
2023-07-03,25.799999237060547,7548200,-0.004629661993834189,0.15784388746210704,0.20280510067644242,0,39,1243,33,2.25,26,0,0,1,-0.004629661993834189,0,31.871794871794872,0.11428571428571432
2023-07-05,25.850000381469727,13080500,0.001938028910378975,0.15697701383629772,0.35200275994060315,0,21,504,18,-0.3,11,0,0,1,0.001938028910378975,0,24.0,-0.46153846153846156
2023-07-06,24.31999969482422,13141400,-0.05918764657900244,0.15806972507593442,0.3552441178084584,0,21,729,18,0.0,0,0,0,1,-0.05918764657900244,0,34.714285714285715,0.0
2023-07-07,29.450000762939453,29353100,0.2109375465661294,0.1628728734896135,0.7858782815152435,1,38,915,30,0.8095238095238095,20,0,0,1,0.2109375465661294,0,24.07894736842105,0.8095238095238095
2023-07-10,34.27000045776367,48778100,0.16366721799511175,0.11322062351021218,1.5734591805629254,1,39,1321,32,0.95,20,0,0,1,0.16366721799511175,0,33.87179487179487,0.026315789473684292
2023-07-11,35.56999969482422,42291200,0.03793403033836373,0.09858388159202222,1.5047263754610962,0,44,686,38,0.1282051282051282,35,0,0,1,0.03793403033836373,0,15.590909090909092,0.1282051282051282
2023-07-12,38.88999938964844,72824900,0.09333707403172431,0.09779456450978423,2.502409635656216,0,30,686,24,-0.3181818181818182,3,0,0,1,0.09333707403172431,1,22.866666666666667,-0.31818181818181823
2023-07-13,37.68000030517578,45335300,-0.031113373706936343,0.09737258331796798,1.5462204649885787,0,44,1158,37,0.4666666666666667,63,0,0,1,-0.031113373706936343,0,26.318181818181817,0.46666666666666656
2023-07-14,37.70000076293945,29238100,0.0005307977070510006,0.09728686518176244,0.9945079119367922,0,33,1028,28,-0.25,47,0,0,1,0.0005307977070510006,0,31.151515151515152,-0.25
2023-07-17,36.529998779296875,21073700,-0.031034534747085063,0.0952402290515577,0.746941118446295,0,31,839,25,2.1,28,0,0,1,-0.031034534747085063,0,27.06451612903226,-0.06060606060606055
2023-07-18,39.79999923706055,37052000,0.08951548226212713,0.09530186917428003,1.308126859920062,0,34,862,27,0.0967741935483871,0,0,0,1,0.08951548226212713,0,25.352941176470587,0.09677419354838701
2023-07-19,55.79999923706055,119949000,0.402010057957521,0.12404156859461711,3.6182919076430453,1,34,904,27,0.0,28,0,0,1,0.402010057957521,1,26.58823529411765,0.0
2023-07-20,46.72999954223633,46125500,-0.16254479962071788,0.13287793271823337,1.3373338389777631,1,42,1432,29,0.2352941176470588,6,0,0,1,-0.16254479962071788,0,34.095238095238095,0.23529411764705888
2023-07-21,45.619998931884766,29762600,-0.023753490717420278,0.13359981603801763,0.8514033339712579,0,142,4762,101,2.380952380952381,272,0,1,1,-0.023753490717420278,0,33.53521126760563,2.380952380952381
2023-07-24,46.2400016784668,22073600,0.013590590992949236,0.12536171121278877,0.6383338357910383,0,28,801,20,1.5454545454545454,22,0,0,1,0.013590590992949236,0,28.607142857142858,-0.8028169014084507
2023-07-25,44.11000061035156,20681400,-0.046064035268128856,0.126122930436312,0.5908724950330644,0,27,543,24,-0.0357142857142857,19,0,0,1,-0.046064035268128856,0,20.11111111111111,-0.0357142857142857
2023-07-26,43.75,17293400,-0.008161428369308998,0.1235066623778026,0.4954307007519383,0,37,1023,32,0.3703703703703703,27,0,0,1,-0.008161428369308998,0,27.64864864864865,0.37037037037037046
2023-07-27,40.459999084472656,16844400,-0.07520002092633926,0.1226677965500929,0.49543627961013703,0,44,846,36,0.1891891891891892,15,0,0,1,-0.07520002092633926,0,19.227272727272727,0.18918918918918926
2023-07-28,44.02000045776367,23758500,0.08798817236397904,0.12076368422633935,0.7033324550990382,0,45,888,38,0.0227272727272727,9,0,0,1,0.08798817236397904,0,19.733333333333334,0.022727272727272707
